疾病,总数,详论
荨麻疹,6,中西医结合治疗小儿荨麻疹25例
尿路结石症,1,中西医结合治疗尿路结石症38例的疗效观察
脂肪肝,1,中西医结合治疗小儿单纯肥胖性脂肪肝的临床效果分析
脂肪肝,2,非酒精性脂肪肝患者临床分析
脂肪肝,3,浅谈健脾化痰活血汤加减治疗酒精性脂肪肝的临床效果
脂肪肝,4,111例脂肪肝患者中西医结合治疗疗效观察
脂肪肝,5,中西医结合治疗酒精性脂肪肝的临床研究
脂肪肝,6,中西医结合治疗非酒精性脂肪肝的临床效果及对患者肝纤维化的影响
咽异感症,1,纤维鼻咽喉镜检查治疗咽异感症的疗效
心血管病,1,探讨中西医结合治疗心血管病伴发精神障碍的效果
心血管病,2,芎芍胶囊治疗心血管病研究进展
血液透析相关疾病,1,中西医结合临床护理路径护理对血液透析患者治疗依从性及临床疗效的影响
尿潴留,1,中西医结合治疗产后顽固性尿潴留的应用效果评价
肠梗阻,1,螺旋CT在中西医结合治疗88例肠梗阻诊断中的临床应用
肠梗阻,2,中西医结合治疗结肠癌性肠梗阻临床研究
肠梗阻,3,中西医结合治疗肠梗阻的临床价值分析
肠梗阻,4,粘连性肠梗阻的中西医结合治疗进展
肠梗阻,5,中西医结合治疗对肠梗阻患者免疫功能与炎症反应的影响
肠梗阻,6,探讨中西医结合治疗肠梗阻的护理研究
肠梗阻,7,中西医结合临床护理用于粘连性肠梗阻治疗的Meta分析
肠梗阻,8,中西医结合治疗腹部手术后麻痹性肠梗阻疗效分析
肠梗阻,9,中西医结合疗法对腹部术后早期炎性肠梗阻的疗效
肠梗阻,10,急性化脓性阑尾炎术后并发早期炎性肠梗阻诊治体会
肠梗阻,11,中西医结合治疗小儿不完全性肠梗阻疗效分析
肠梗阻,12,浅述中西医结合治疗腹腔术后粘连性肠梗阻
肠梗阻,13,中西医结合治疗术后粘连性肠梗阻的疗效观察
肠梗阻,14,中西医结合疗法对术后早期炎性肠梗阻患者的影响
子宫肌瘤,1,中西医结合治疗子宫肌瘤的临床效果分析
子宫肌瘤,2,中西医结合治疗子宫肌瘤临床疗效观察
子宫肌瘤,3,中西医结合治疗子宫肌瘤及卵巢囊肿临床分析
子宫肌瘤,4,中西医结合治疗子宫肌瘤50例临床观察
脑动脉硬化症,1,探讨中西医结合治疗高血脂型脑动脉硬化症的临床效果
肛裂,1,中西医结合保守治疗肛裂临床效果观察
肾衰,1,中西医结合护理慢性肾衰竭39例
肾衰,2,中西医结合治疗早期慢性肾衰竭疗效观察
肾衰,3,肾衰方防治早期慢性肾衰竭疗效观察
肾衰,4,早期慢性肾衰竭患者采用中西医结合治疗对其相关实验室检查指标的影响探讨
肾衰,5,中西医结合护理在肾综合征出血热急性肾衰竭患者中的应用
视网膜色素变性,1,中西医结合治疗视网膜色素变性疗效的Meta分析
视网膜色素变性,2,中西医结冲击性治疗视网膜色素变性61例临床疗效分析
强直性脊柱炎,1,强直性脊柱炎的中西医研究进展
强直性脊柱炎,2,中西医结合治疗强直性脊柱炎临床观察
强直性脊柱炎,3,中西医结合长疗程治疗强直性脊柱炎临床分析
强直性脊柱炎,4,中西医结合治疗强直性脊柱炎临床疗效
强直性脊柱炎,5,中医药治疗强直性脊柱炎现代研究新进展
强直性脊柱炎,6,中西医结合治疗强直性脊柱炎的临床研究及护理体会
心脏病,1,自拟升陷复脉汤结合西药治疗慢性肺源性心脏病急性发作期的临床效果分析
心脏病,2,中西医结合治疗慢性肺源性心脏病失代偿期疗效观察
心脏病,3,中西医结合治疗老年缺血性心脏病的临床疗效
输卵管妊娠,1,输卵管妊娠的早期诊断及中西医结合治疗方案研究
输卵管妊娠,2,中西医结合与腹腔镜手术对输卵管妊娠治疗后的疗效观察
月经不调,1,中西医结合治疗月经不调疗效观察
月经不调,2,中西医药物联合治疗月经不调的临床效果观察
月经不调,3,中西医结合治疗上环后月经不调54例临床分析
肝内胆汁淤积症,1,中西医结合治疗妊娠期肝内胆汁淤积症80例
肝内胆汁淤积症,2,中西医结合治疗妊娠期肝内胆汁淤积症临床观察
肝内胆汁淤积症,3,中西医结合治疗妊娠期肝内胆汁淤积症的疗效观察
内分泌失调,1,妇科内分泌失调的疗效治疗分析
内分泌失调,2,用中西医结合疗法治疗内分泌失调的效果评析
内分泌失调,3,妇科内分泌失调的临床治疗效果观察
内分泌失调,4,中西医结合治疗妇科内分泌失调的临床分析
内分泌失调,5,内分泌失调性不孕症患者采取中西医联合疗法的临床效果观察
内分泌失调,6,中西医结合疗法治疗内分泌失调性骨质疏松症的临床疗效
内分泌失调,7,内分泌失调性不孕症患者应用中西医结合治疗的临床研究
胃结石,1,胃结石中医治疗概况
动眼神经麻痹,1,以针灸为主的中西医疗法治疗动眼神经麻痹研究概况
放射性溃疡,1,贾建东主任中西医结合治疗放射性溃疡临床验案
系统性血管炎,1,中西医结合治疗系统性血管炎1例
慢性肺部感染,1,中西医结合治疗慢性肺部感染引起的反复发热1例
耳鸣,1,中西医结合治疗耳鸣的临床疗效分析
高胆红素血症,1,中西医结合防治新生儿高胆红素血症的疗效探讨
高胆红素血症,2,光疗与茵栀黄口服液联合新生儿高胆红素血症的临床疗效
再生障碍性贫血,1,儿童急性再生障碍性贫血中西医临床研究进展
再生障碍性贫血,2,中西医结合治疗慢性再生障碍性贫血临床研究
再生障碍性贫血,3,慢性再生障碍性贫血患者采用中西医结合治疗的临床机制及作用
反流性食管炎,1,中西医结合治疗肝胃不和型难治性反流性食管炎28例
反流性食管炎,2,反流性食管炎的中医治疗及护理
反流性食管炎,3,中药辅助治疗反流性食管炎远期疗效Meta分析
反流性食管炎,4,中西医结合治疗反流性食管炎疗效观察
反流性食管炎,5,以中药糊剂卧位服药疗法为主的中西医结合治疗反流性食管炎56例临床疗效观察
下肢动脉硬化闭塞症,1,中西医结合综合疗法治疗下肢动脉硬化闭塞症临床观察
下肢动脉硬化闭塞症,2,中西医结合治疗下肢动脉硬化闭塞症疗效观察
胃肠功能障碍,1,中西医结合治疗腹部术后胃肠功能障碍的临床疗效
肠易激综合征,1,中西医结合治疗肝气乘脾证腹泻型肠易激综合征的疗效观察
肠易激综合征,2,腹泻型肠易激综合征的中医药治疗研究近况
肠易激综合征,3,中西医结合治疗腹泻型肠易激综合征效果分析
早泄,1,早泄的中西医综合疗法探究
早泄,2,早泄的中西医结合治疗进展
早泄,3,中医药治疗早泄的研究概述
双心疾病,1,中西医结合在双心医学中的优势探讨
双心疾病,2,双心疾病中西医结合诊治专家共识(中国中西医结合学会心血管病专业委员会双心学组)
手足口病,1,中西医结合治疗手足口病的安全性及有效性
手足口病,2,中西医结合治疗小儿重型手足口病80例临床分析
手足口病,3,手足口病中西医结合临床路径的实施效果评价
手足口病,4,中西医结合治疗手足口病患儿的临床疗效及安全性观察
手足口病,5,中西医结合治疗手足口病50例临床观察
手足口病,6,中西医结合治疗小儿手足口病皮肤疱疹的疗效观察及护理
手足口病,7,中西医结合治疗手足口病的临床效果和安全性分析
外阴白斑,1,中西医结合治疗外阴白斑的效果分析
肝硬化,1,中西医结合护理临床路径在肝硬化腹腔积液病人中的应用
肝硬化,2,中西医治疗乙型肝炎肝硬化疗效Mate分析
肝硬化,3,中西医结合护理干预对肝硬化腹水患者疗效的影响
肝硬化,4,中西医结合治疗乙肝肝硬化顽固性腹水疗效分析
肝硬化,5,中西医结合护理干预在肝硬化腹水患者治疗中的应用
肝硬化,6,关于中西医结合治疗肝硬化腹水的效果评价
肝硬化,7,乙型肝炎后肝硬化腹水运用中西医结合治疗的疗效观察
肝硬化,8,中西医结合护理干预对肝硬化腹水患者治疗效果的影响
肝硬化,9,赤芍承气汤联合西药治疗肝硬化腹水65例
肝硬化,10,慢性乙肝早期肝硬化患者的中西医结合疗效观察
肝硬化,11,肝硬化腹水的中西医结合治疗效果分析
肝硬化,12,用中西医结合疗法治疗肝硬化腹水的效果研究
肝硬化,13,中西医结合治疗肝硬化腹水60例临床疗效观察
肝硬化,14,中西医结合治疗肝硬化腹水的效果评价
肝硬化,15,中西医结合治疗肝硬化临床疗效
肝硬化,16,中西医结合治疗肝硬化代偿期疗效观察
肝硬化,17,中西医结合治疗肝硬化腹水45例
肝硬化,18,肝硬化失代偿期腹水的中西医结合护理
肝硬化,19,中西医结合治疗肝硬化腹水并压疮的护理体会
肝硬化,20,中西医结合治疗肝硬化腹水临床观察
肝硬化,21,中西医结合外科治疗肝硬化及其并发症的发展和前景
肝硬化,22,中西医结合治疗肝硬化疗效观察
肝硬化,23,中西医结合治疗肝硬化合并肝肾综合征的临床效果评价
声带麻痹,1,甲状腺切除术后声带麻痹的中西医结合治疗
甲状腺炎,1,亚急性甲状腺炎患者采取中药内服外敷结合传统西医疗法的治疗体会
甲状腺炎,2,中西医结合治疗无痛性亚急性甲状腺炎1例
甲状腺炎,3,二仙消瘿汤联合左甲状腺素钠治疗慢性淋巴细胞性甲状腺炎随机平行对照研究
心律失常,1,炙甘草汤加减治疗心律失常52例临床疗效观察
心律失常,2,中西医结合治疗缓慢性心律失常的探讨
心律失常,3,中西医结合治疗缓慢性心律失常的效果观察
心律失常,4,中西医结合治疗心律失常46例疗效观察
心律失常,5,中西医结合治疗扩张型心肌病合并心律失常的临床效果探讨
急性心肌梗塞,1,中西医结合治疗急性心肌梗塞溶栓治疗成功后心功能不全
肺栓塞,1,中西医结合治疗肺栓塞疗效分析
乳腺癌,1,中西医结合治疗乳腺癌术后患者的疗效观察
乳腺癌,2,中西医结合治疗乳腺癌的研究概况
乳腺癌,3,中西医结合护理在乳腺癌术后康复治疗中的应用效果分析
乳腺癌,4,乳腺癌术后中西医结合社区护理干预初探
乳腺癌,5,中西医结合治疗乳腺癌临床护理疗效观察
乳腺癌,6,乳腺癌术后采用中西医结合护理30例疗效分析
乳腺癌,7,中西医结合治疗乳腺癌肝转移疗效观察
乳腺癌,8,乳腺癌的中医研究概况
乳腺癌,9,中西医结合治疗乳腺癌30例临床分析
乳腺癌,10,郭勇教授肿瘤治疗“四阶段”理论在乳腺癌全程管理中的应用
胃肠动力障碍,1,中西医结合治疗胃肠动力障碍性疾病简况
胃病,1,中西医结合治疗Hp感染耐药相关性胃病概况
非糜烂性胃食管反流病,1,中医药治疗非糜烂性胃食管反流病临床研究进展
结肠炎,1,慢性非特异性溃疡性结肠炎中西医结合治疗研究进展
结肠炎,2,中西医结合治疗溃疡性结肠炎的疗效评价
结肠炎,3,中西医结合治疗溃疡性结肠炎并发糖尿病疗效观察
结肠炎,4,芍药汤联合氨基水杨酸制剂治疗溃疡性结肠炎的Meta分析
结肠炎,5,慢性结肠炎采用中西医结合治疗的临床观察
结肠炎,6,溃疡性结肠炎中西医结合治疗策略
结肠炎,7,中西医治疗溃疡性结肠炎临床进展
结肠炎,8,芍药汤加减联合西药治疗溃疡性结肠炎疗效观察
结肠炎,9,中西医结合治疗溃疡性结肠炎疗效观察
结肠炎,10,中西医保留灌肠治疗溃疡性结肠炎的护理效果观察
结肠炎,11,清化宁络方联合美沙拉秦治疗轻中度溃疡性结肠炎活动期疗效及对炎性因子和结肠黏膜组织中MHC-Ⅱ类分子表达影响
结肠炎,12,观察分析评价中西医结合治疗溃疡性结肠炎的临床疗效
结肠炎,13,溃疡性结肠炎的中西医治疗概况
微炎症,1,中西医结合治疗对维持性血液透析患者微炎症状况的影响
跖疣,1,中西医结合治疗多发性跖疣的临床疗效
脂肪肝病,1,中西医结合治疗非酒精性脂肪肝病的临床观察
肺性脑病,1,中西医结合治疗肺性脑病疗效的Meta分析
肺性脑病,2,中西医结合治疗肺性脑病的临床疗效分析
躁狂症,1,躁狂症中西医结合辨证分型治疗对照观察
2型糖尿病,1,中西医结合治疗2型糖尿病末梢神经炎48例
2型糖尿病,2,中西医结合治疗2型糖尿病合并细菌性肝脓肿1例
2型糖尿病,3,中西医结合治疗2型糖尿病合并高血脂症、脂肪肝的临床观察
2型糖尿病,4,2型糖尿病合并带状疱疹优质护理总结
2型糖尿病,5,中西医结合治疗2型糖尿病的临床疗效
2型糖尿病,6,中西医结合治疗2型糖尿病临床疗效分析
2型糖尿病,7,单纯中医治疗与中西医结合治疗2型糖尿病的临床疗效
2型糖尿病,8,中西医结合治疗2型糖尿病并发肾病临床效果
2型糖尿病,9,益气养阴活血方中西医结合治疗2型糖尿病临床观察
2型糖尿病,10,中西医结合治疗2型糖尿病60例临床观察
2型糖尿病,11,中西医结合治疗2型糖尿病合并高脂血症临床观察
2型糖尿病,12,中西医结合治疗老年高血压合并2型糖尿病临床研究
脊髓损伤,1,中西医结合治疗脊柱骨折合并脊髓损伤疗效观察
脊髓损伤,2,脊髓损伤的中医研究现状
脊髓损伤,3,中西医结合治疗脊髓损伤后神经痛临床观察
脊髓损伤,4,中西医结合治疗外伤性颈脊髓损伤的疗效观察
脊髓损伤,5,中西医结合膀胱管理方案对脊髓损伤后神经源性膀胱的改善作用
视乳头病变,1,中西医结合治疗缺血性视乳头病变的疗效分析
盆腔疼痛症,1,中西医结合治疗妇科慢性盆腔疼痛症临床分析
肺源性心脏病,1,中西医结合治疗肺源性心脏病40例临床观察
肺源性心脏病,2,中西医结合治疗慢性肺源性心脏病的临床疗效观察
肺源性心脏病,3,中西医结合治疗慢性肺源性心脏病临床观察
细支气管炎,1,中西医结合治疗闭塞性细支气管炎的疗效观察
细支气管炎,2,中西医结合治疗在儿童闭塞性细支气管炎治疗中的应用效果
神经性皮炎,1,中西医结合治疗神经性皮炎
鼻窦炎,1,中西医结合治疗慢性鼻窦炎46例临床分析
鼻窦炎,2,中西医结合治疗慢性鼻窦炎及合并眼部疾病临床观察
鼻窦炎,3,鼻窦炎应用中西医结合治疗的有效性探究
鼻窦炎,4,中西医结合治疗真菌性鼻窦炎疗效观察
鼻窦炎,5,慢性鼻窦炎中西医结合治疗的疗效和生活质量的临床研究
心房颤动,1,中西医结合治疗老年永久性心房颤动临床三组研究
心房颤动,2,心房颤动患者左心房血栓形成机制及中西医结合防治的研究进展
心房颤动,3,中医治疗心房颤动研究进展
精神分裂症,1,中西医结合治疗精神分裂症患者对其认知功能的影响
精神分裂症,2,试析中西医结合治疗对精神分裂症患者认知功能的影响
精神分裂症,3,中西药合用治疗首发精神分裂症疗效观察
慢性咽炎,1,中西医结合治疗慢性咽炎的疗效评测
慢性咽炎,2,中西医结合在小儿慢性咽炎治疗中的应用效果
子宫瘢痕处妊娠,1,中西医结合诊治子宫瘢痕处妊娠的临床研究
鼻炎,1,中西医结合治疗小儿过敏性鼻炎的效果分析
鼻炎,2,中西医结合治疗小儿过敏性鼻炎疗效观察
鼻炎,3,常年性变应性鼻炎应用中西医结合治疗的效果研究
鼻炎,4,中西医结合治疗血管运动性鼻炎的疗效观察
泌尿系结石,1,中西医结合治疗泌尿系结石疗效观察
泌尿系结石,2,中医药治疗泌尿系结石症评价
泌尿系结石,3,中西医治疗泌尿系结石的现状和进展
泌尿系结石,4,体外冲击波碎石结合中西医药物综合治疗泌尿系结石的临床研究
痔疮,1,中西医结合治疗重度混合痔临床分析
痔疮,2,中西医结合治疗痔疮临床疗效观察
痔疮,3,早期中西医结合治疗混合痔嵌顿水肿临床效果研究
痔疮,4,中西医结合治疗混合痔术后肛缘水肿疼痛50例临床观察
痔疮,5,中西医结合治疗混合痔术后切口水肿的临床应用研究
痔疮,6,柏花草胶囊治疗痔疮的疗效观察
痔疮,7,RPH-4手术治疗痔的中西医结合护理研究
前列腺增生症,1,中西医结合治疗良性前列腺增生症临床观察
支气管扩张,1,中西医结合治疗支气管扩张合并感染疗效分析
腹泻,1,中西医结合治疗慢性腹泻脾肾阳虚型疗效观察
腹泻,2,中西医结合治疗小儿迁延性、慢性腹泻疗效分析
腹泻,3,中西医结合治疗小儿迁延性及慢性腹泻的疗效观察
腹泻,4,关于中西医结合治疗小儿腹泻的疗效分析
腹泻,5,中西医结合治疗腹泻型肠易激综合征研究进展
腹泻,6,腹泻型肠易激综合征的中医治疗现状
腹泻,7,中西医结合治疗腹泻型肠易激综合征的研究
腹泻,8,中西医结合治疗小儿腹泻患儿的临床效果
腹泻,9,ICU抗生素相关性腹泻患者的临床特点及其应用中西医结合治疗的临床疗效
药物流产不全,1,中西医结合治疗86例药物流产不全临床观察
癌痛,1,中西医结合治疗终末期癌痛40例临床观察
癌痛,2,中西医结合治疗癌痛的经验及体会
癌痛,3,中西医结合治疗中重度癌痛的临床疗效观察
胆囊炎,1,急、慢性胆囊炎的中西医结合治疗进展
胆囊炎,2,老年慢性结石性胆囊炎保守治疗的效果研究
胆囊炎,3,高龄胆结石并胆囊炎运用中西医结合治疗的观察
胆囊炎,4,中西医结合治疗在急性胆囊炎胆囊切除术患者术后康复中的效果观察
胆囊炎,5,中西医结合治疗急性胆囊炎36例
胆囊炎,6,中西医结合治疗慢性胆囊炎60例疗效观察
胆囊炎,7,中西医结合治疗胆囊炎合并胆结石的疗效观察
肝胆胰疾病,1,"汇聚中西医优势互补的临床证据,提高肝胆胰疾病结合医学诊疗水平"
老年慢性病,1,中西医结合健康教育对老年慢性病患者生活质量的影响
慢性阻塞性肺气肿,1,中西医结合治疗慢性阻塞性肺气肿的循证护理效果分析
慢性阻塞性肺气肿,2,用中西医结合疗法治疗慢性阻塞性肺气肿的效果探究
慢性阻塞性肺气肿,3,中西医结合治疗慢性阻塞性肺气肿的疗效观察
头晕,1,中西医结合治疗头晕68例临床观察
口腔颌面部间隙感染,1,中西医结合在口腔颌面部间隙感染治疗中的应用效果评价
灼口综合征,1,中西医药物联合心理干预治疗灼口综合征临床观察
轻中度拇外翻,1,中西医结合在轻中度拇外翻合并第1跖骨内翻治疗中的应用价值
先兆流产,1,中西医结合对先兆流产早期患者的疗效及妊娠结局的影响分析
急性结膜炎,1,中西医结合治疗急性结膜炎疗效观察
自闭症,1,中西医结合干预自闭症的研究现状
前列腺炎,1,中西医结合治疗性病后慢性前列腺炎的疗效分析
前列腺炎,2,慢性前列腺炎的中西医结合护理
前列腺炎,3,中西医结合治疗慢性前列腺炎疗效观察
前列腺炎,4,中西医结合治疗前列腺增生症合并慢性前列腺炎疗效分析
前列腺炎,5,中西医结合治疗少弱精伴慢性前列腺炎的临床效果评价
前列腺炎,6,中西医结合治疗慢性前列腺炎并弱精子症患者的临床疗效观察
前列腺炎,7,中西医结合治疗慢性前列腺炎100例的临床观察
胃瘫,1,升阳益胃汤治疗颅脑术后胃瘫的临床观察
胃瘫,2,分析腹部手术后胃瘫的中西医结合治疗效果
胃瘫,3,中西医结合治疗术后胃瘫综合征临床研究进展
难愈合伤,1,观察中西医结合治疗难愈合伤口的临床效果
骨创伤后疼痛,1,中西医结合治疗急性骨创伤后疼痛的疗效观察
SAPHO综合征,1,SAPHO综合征2例辨治及分析
黄疸,1,中西医结合治疗低出生体重儿黄疸临床观察
黄疸,2,经方加减治疗肝衰竭导致的难治性黄疸的效果观察
黄疸,3,中药治疗黄疸研究进展
口腔黏膜下纤维化,1,中西医结合治疗口腔黏膜下纤维化的效果分析
阴道炎,1,中西医结合治疗霉菌性阴道炎护理体会
阴道炎,2,中西医结合治疗阴道炎的研究进展
阴道炎,3,中西医结合治疗霉菌性阴道炎的效果观察
阴道炎,4,中西医结合治疗复发性支原体感染性阴道炎临床研究
阴道炎,5,中西医结合洗塞法治疗霉菌性阴道炎临床观察
阴道炎,6,中西医结合治疗念珠菌性阴道炎的效果研究
阴道炎,7,中西医结合治疗围产期细菌性阴道炎临床效果研究
阴道炎,8,中西医结合治疗阴道炎的疗效观察
阴道炎,9,霉菌性阴道炎给予中西医结合干预及护理观察
阴道炎,10,中西医结合治疗霉菌性阴道炎的临床疗效研究
阴道炎,11,中西医结合治疗阴道炎的效果与安全性观察
阴道炎,12,中西医结合治疗霉菌性阴道炎50例的护理分析
黄热病,1,福建省首次5例输入性黄热病中西医结合治疗
耳聋,1,中西医治疗突发性耳聋的研究进展
耳聋,2,中西医结合治疗训练所致爆震性聋临床观察
心房纤颤,1,中西医结合治疗气虚血淤型阵发性心房纤颤的临床研究
老年胆囊疾病,1,中西医结合疗法在促进老年胆囊疾病患者术后恢复中的应用效果研究
直肠癌,1,浅谈直肠癌治疗方案的最新研究进展
直肠癌,2,直肠癌术后急性粘连性肠梗阻患者采用中西医结合护理的效果评价
直肠癌,3,中西医结合治疗腹腔镜直肠癌根治术后不完全性肠梗阻临床分析
直肠癌,4,基于生存分析的胃肠安方辨证治疗对不可切除性结直肠癌肝转移预后影响的双向队列研究
直肠癌,5,中西医结合治疗减少Ⅱ、Ⅲ期结直肠癌复发转移的临床研究
外阴硬化性苔藓,1,中西医结合治疗外阴硬化性苔藓临床观察
新生儿黄疸,1,中西医结合治疗新生儿黄疸疗效观察
新生儿黄疸,2,中西医结合治疗新生儿黄疸临床研究
新生儿黄疸,3,中西医结合治疗新生儿黄疸的疗效观察
新生儿黄疸,4,新生儿黄疸中西医预防及护理干预研究进展
过敏性皮炎,1,过敏性皮炎的中西医结合护理效果分析
膀胱痉挛,1,中西医结合治疗经尿道前列腺电切术后膀胱痉挛疗效观察
宫外孕,1,宫外孕采用中西医结合保守治疗的效果分析
动脉硬化闭塞症,1,中西医结合治疗动脉硬化闭塞症分析
动脉硬化闭塞症,2,中西医结合治疗2型糖尿病下肢动脉硬化闭塞症的疗效分析
COPD,1,中西医结合治疗COPD并发呼吸衰竭的疗效评价
COPD,2,针对性护理干预在中西医结合治疗COPD患者中的应用
COPD,3,中西医结合治疗慢性阻塞性肺疾病致呼吸衰竭(COPD)临床疗效及护理体会
肝内胆管结石,1,中西医结合治疗肝内胆管结石63例疗效观察
直肠肛门周围脓肿,1,中西医结合治疗直肠肛门周围脓肿护理探讨
胰腺癌,1,回顾性研究中医药治疗胰腺癌的进展
胰腺癌,2,中西医结合治疗中晚期胰腺癌20例临床观察
肠系膜淋巴结炎,1,小儿急性肠系膜淋巴结炎腹痛中西医结合治疗的护理
肠系膜淋巴结炎,2,中西医结合治疗小儿反复发作性腹痛与肠系膜淋巴结炎的临床疗效观察
肠系膜淋巴结炎,3,中西医结合治疗小儿肠系膜淋巴结炎脾胃虚寒型49例临床观察
无肌病性皮肌炎,1,中西医结合治疗无肌病性皮肌炎1例
免疫性血小板减少症,1,口服中药治疗儿童原发免疫性血小板减少症系统评价及meta分析
免疫性血小板减少症,2,中西医结合治疗儿童免疫性血小板减少症(ITP)的Meta分析
免疫性血小板减少症,3,中医药治疗儿童原发免疫性血小板减少症临床研究进展
免疫性血小板减少症,4,生血灵系列制剂联合西药治疗激素抵抗型原发免疫性血小板减少症30例临床观察
甲状腺功能减退症,1,基于中医“治未病”思想谈亚临床甲状腺功能减退症
泛耐药鲍曼不动杆菌症,1,中西医结合治疗泛耐药鲍曼不动杆菌1例
甲状腺癌,1,中西医结合治疗甲状腺癌术后患者的临床疗效评估
阴道出血,1,观察中西医结合对妇产科临床阴道出血患者的治疗效果
慢性肾脏病,1,儿童慢性肾脏病中西医治疗思路
慢性肾脏病,2,以慢性肾脏病为例探讨应用CBL与PBL联合教学法在中西医结合肾脏病专业的教学实践
慢性肾脏病,3,中西医结合治疗慢性肾脏病伴高尿酸血症的临床效果
慢性肾脏病,4,中西医结合一体化治疗阿拉伯国家慢性肾脏病临床研究
失调性子宫出血,1,中西医结合治疗围绝经期功能失调性子宫出血45例
失调性子宫出血,2,二至芍药汤治疗功能失调性子宫出血临床疗效分析
失调性子宫出血,3,青春期功能失调性子宫出血患者应用中西医结合治疗的疗效分析
甲型H_1N_1流感,1,中西医结合治疗甲型H_1N_1流感3例经验总结
食管癌,1,六君子汤联合化疗治疗中晚期食管癌25例
食管癌,2,中西医结合治疗食管癌患者的疗效及对不良反应的影响
食管癌,3,中西医结合治疗晚期食管癌42例疗效观察
食管癌,4,中晚期食管癌的中西医结合治疗研究进展
食管癌,5,中西医结合治疗食管癌术后反流性食管炎患者的临床疗效
干燥综合征,1,中西医结合治疗干燥综合征肾损害的临床疗效观察
干燥综合征,2,干燥综合征的中西医治疗新进展
慢性盆腔疼痛,1,分析比较采用中西医治疗妇科慢性盆腔疼痛的临床疗效
内科急症,1,中西医结合治疗内科急症探讨
老年性黄斑变性,1,老年性黄斑变性新生血管的中西医结合治疗
直肠炎,1,中西医并用治疗放射性直肠炎验案二例
子宫瘢痕妊娠,1,手术联合中西医药物结合治疗剖宫产子宫瘢痕妊娠的临床效果研究
夜间遗尿症,1,中西医结合治疗单纯性小儿原发性夜间遗尿症临床研究
腰部巨大脓肿,1,中西医结合治疗腰部巨大脓肿1例
缺血感染,1,中西医结合治疗下肢高位截断术后缺血感染1例
带状疱疹,1,中西医结合治疗老年带状疱疹的临床研究
带状疱疹,2,中西医结合治疗带状疱疹疗效观察
带状疱疹,3,关于中西医结合治疗带状疱疹82例的临床分析
带状疱疹,4,中西医结合治疗带状疱疹60例
带状疱疹,5,带状疱疹后遗神经痛该怎么缓解?
烧伤后瘢痕增生,1,中西医结合治疗烧伤后瘢痕增生的临床观察
脓毒症,1,46例脓毒症患者的中西医结合治疗效果观察
脓毒症,2,中药通腑泻热灌肠剂联合抗生素对脓毒症患者细胞炎症及机体免疫功能的影响
脓毒症,3,中西医结合治疗脓毒症休克大鼠炎性因子表达变化的实验研究
脓毒症,4,中西医结合治疗脓毒症合并应激性高血糖的研究进展
脓毒症,5,中西医结合治疗脓毒症对C-反应蛋白和降钙素原影响
脓毒症,6,清源生化汤对严重骨创伤后脓毒症患者心脏保护作用的临床研究
脓毒症,7,升降散对脓毒症心肌损伤的保护作用
肩周炎,1,无敌丹配合无敌膏治疗肩周炎的疗效观察
胸腔积液,1,中西医结合治疗胸腔积液40例临床疗效探讨
肾损伤,1,中西医结合治疗慢性肾脏病急性肾损伤的临床疗效观察
肾损伤,2,中西医结合治疗慢性肾脏病基础上急性肾损伤的临床疗效
肾损伤,3,中西医结合联合系统护理干预治疗高血压性肾损伤的临床疗效
乙型肝炎,1,中西医辨证治疗乙型肝炎病毒慢加急性肝衰竭
乙型肝炎,2,构筑中西医防治肝炎的桥梁——关于制定《中西医慢性乙型肝炎防治指南》的设想
乙型肝炎,3,中西医结合治疗乙型肝炎后肝硬化对患者肝功能的影响
乙型肝炎,4,温脾疏肝汤治疗慢性乙型肝炎后肝硬化的临床研究
乙型肝炎,5,中西医结合治疗乙型肝炎肝纤维化31例
乙型肝炎,6,中西医结合治疗急性黄疸型乙型肝炎临床观察
乙型肝炎,7,中西医结合治疗慢性乙型肝炎病毒携带者65例临床观察
乙型肝炎,8,中药复方联合恩替卡韦治疗HBeAg阳性慢性乙型肝炎患者疗效观察
前庭大腺囊肿,1,中西医结合治疗前庭大腺囊肿的疗效
窦性心动过缓,1,中西医结合治疗窦性心动过缓的研究进展
酒精性肝病,1,中西医结合治疗酒精性肝病的临床观察
代谢综合征,1,中西医结合治疗代谢综合征效果观察
代谢综合征,2,中西医结合治疗代谢综合征临床观察
包皮龟头炎,1,中西医结合治疗念珠菌性包皮龟头炎98例疗效观察
安眠药中毒,1,中西医结合联合情绪疗法治疗安眠药中毒疗效观察
不育症,1,中西医结合治疗精索静脉曲张性不育症的研究进展
多肌痛,1,中西医结合治疗风湿性多肌痛疗效观察研究
幽门螺杆菌感染,1,中西医结合根除幽门螺杆菌的临床研究
幽门螺杆菌,1,中西医结合治疗慢性幽门螺杆菌的疗效观察
幽门螺杆菌,2,中西医结合治疗幽门螺杆菌相关性消化性溃疡的临床分析
幽门螺杆菌,3,中西医结合治疗幽门螺杆菌感染慢性胃炎疗效观察
幽门螺杆菌,4,中西医结合治疗气滞型幽门螺杆菌阳性消化性溃疡疗效观察
幽门螺杆菌,5,中西医结合治疗幽门螺杆菌感染消化性溃疡疗效观察
幽门螺杆菌,6,加味黄连温胆汤加标准四联法治疗幽门螺杆菌相关性胃炎
